_id,EKITALDIA/EJERCICIO,HILABETE/MES,ZENBAKIA/CODIGO,LERROA/LINEA,CREDITRANS/CREDITRANS,CREDITRANS F20/CREDITRANS F20,CREDITRANS F50/CREDITRANS F50,GIZATRANS/GIZATRANS,GIZATRANS 20/GIZATRANS 20,GIZATRANS 50/GIZATRANS 50,BBCARD 24/BBCARD 24,BBCARD 48/BBCARD 48,BBCARD 72/BBCARD 72,GAZTE 70/GAZTE 70,GAZTE 70 F20/GAZTE 70 F20,GAZTE 70 F50/GAZTE 70 F50,GORO/GORO,GORO F20/GORO F20,GORO F50/GORO F50,OHIKOA/OCASIONAL,FAMILIA UGARIA/FAMILIA NUMEROSA,6 URTETIK BEHERAKOAK/MENORES DE 6 ANOS,ITSU-MUP-EN GIDARI-LAGUN/ACOMPANANTE INVIDENTE-PMRS,METROA/METRO,T.M MATXURA/PUP AVERIADO,ENPRESA/EMPRESA,GUZTIRA/TOTAL
261,2023,12,A3343,BILBAO - Sodupe - GORDEXOLA,3186,87,4,924,2,0,0,0,0,112,17,15,231,29,1,117,0,36,1,0,0,24,4786
262,2023,12,A2151,Areeta/Las Arenas-LARRABETZU,8505,197,24,1718,11,,,,,700,40,8,747,70,,376,1,88,1,,,146,12632
263,2023,12,A2153,BILBAO-LOIU-Lauroeta-DERIO,11963,532,48,1475,34,4,,,,634,22,3,3508,86,45,1401,0,149,1,,,153,20058
264,2023,12,A2161,Bizkaia Zubia/Puente Bizkaia-UPV/EHU,14636,801,96,3471,5,1,,,,1620,457,2,1474,167,35,460,1,266,4,,,131,23627
265,2023,12,A2162,Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),4114,284,9,202,4,,,,,956,146,1,319,50,1,124,0,22,0,,,43,6275
266,2023,12,A2163,ERANDIO-UPV/EHU,469,16,3,16,,,,,,190,12,,123,9,,4,0,6,0,,,19,867
267,2023,12,A2164,Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),625,61,2,17,1,,,,,242,58,,72,11,,23,0,3,0,,,7,1122
268,2023,12,A2166,URIBE KOSTA - UPV/EHU,1621,198,38,82,1,,,,,652,37,,418,35,,22,0,3,0,,,14,3121
269,2023,12,A2322,BILBAO-ERANDIO-Astrabudua-UPV/EHU,7980,204,12,1540,9,,,,,972,55,1,1200,95,1,220,1,127,1,,,377,12795
270,2023,12,A3223,BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),12337,456,42,1984,6,21,,,,808,47,20,851,158,4,435,0,204,2,,,142,17517
271,2023,12,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,6631,150,9,1324,2,,,,,301,48,5,197,27,,169,0,49,2,,,117,9031
272,2023,12,A3225,BILBAO-LAUKIZ,3419,137,8,387,3,,,,,42,24,4,629,5,,149,0,97,0,,,64,4968
273,2023,12,A3247,BILBAO-Aireportua/Aeropuerto,51792,707,93,3464,15,2,1,,12,417,52,4,541,22,31,38455,40,1238,28,,,160,97074
274,2023,12,A3250,BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),11649,360,3,584,15,,,,,602,6,,601,49,,195,0,0,0,,,49,14113
275,2023,12,A3516,BILBAO - MUNGIA (Por autopista/tik),20679,858,104,2821,30,8,,,,749,59,33,1288,164,72,621,0,242,5,,,270,28003
276,2023,12,A3517,BILBAO - DERIO - MUNGIA,32767,1051,229,4404,27,1,,,,1481,209,,2222,423,8,1688,0,360,17,,,371,45258
277,2023,12,A3518,BILBAO - MUNGIA - BAKIO (Por la autopista/tik),34414,1144,112,5084,46,13,,,,1103,143,13,2025,229,64,1697,1,397,17,,,440,46942
278,2023,12,A3522,MUNGIA - DERIO - Cruces/Gurutzeta,8234,119,55,1590,7,,,,,193,58,2,387,79,2,266,0,148,5,,,94,11239
279,2023,12,A3524,BERMEO - BAKIO,,,,,,,,,,,,,,,,513,0,0,0,,,0,513
280,2023,12,A3527,BILBAO - MUNGIA - BERMEO (Por la autopista/tik),59289,2159,251,8441,46,18,,,,3353,247,96,3435,470,117,2099,0,609,16,,,567,81213
281,2023,12,A3528,BERMEO - MUNGIA - DERIO - UPV/EHU,3165,204,75,159,,,,,,882,154,3,295,119,8,72,0,5,0,,,24,5165
282,2023,12,A3529,MUNGIA - GAMIZ - FIKA,472,25,,59,,,,,,,,,34,,,32,0,7,0,,,19,648
283,2023,12,A3530,MUNGIA - MEÃAKA - ARRIETA,234,23,,44,,,,,,,,,3,,,17,0,0,0,,,0,321
284,2023,12,A3531,SOPELANA - MUNGIA - GATIKA,8357,369,37,2404,14,4,,,,422,64,10,832,88,7,386,0,359,13,,,106,13472
285,2023,12,A3537,PLENTZIA-GORLIZ-MUNGIA,3611,190,4,725,4,9,,,,173,5,2,409,52,,173,0,81,17,,,39,5494
