_id,EKITALDIA/EJERCICIO,HILABETE/MES,ZENBAKIA/CODIGO,LERROA/LINEA,CREDITRANS/CREDITRANS,CREDITRANS F20/CREDITRANS F20,CREDITRANS F50/CREDITRANS F50,GIZATRANS/GIZATRANS,GIZATRANS 20/GIZATRANS 20,GIZATRANS 50/GIZATRANS 50,BBCARD 24/BBCARD 24,BBCARD 48/BBCARD 48,BBCARD 72/BBCARD 72,GAZTE 70/GAZTE 70,GAZTE 70 F20/GAZTE 70 F20,GAZTE 70 F50/GAZTE 70 F50,GORO/GORO,GORO F20/GORO F20,GORO F50/GORO F50,B 50/B 50,B50 F20/B50 F20,B50 F50/B50 F50,B70/B70,B70 F20/B70 F20,B70 F50/B70 F50,BORO/BORO,BORO F20/BORO F20,BORO F50/BORO F50,OHIKOA/OCASIONAL,FAMILIA UGARIA/FAMILIA NUMEROSA,6 URTETIK BEHERAKOAK/MENORES DE 6 ANOS,ITSU-MUP-EN GIDARI-LAGUN/ACOMPANANTE INVIDENTE-PMRS,METROA/METRO,T.M MATXURA/PUP AVERIADO,ENPRESA/EMPRESA,GUZTIRA/TOTAL
1,2024,1,A2610,GALDAKAO - UPV/EHU,5680,248,21,293,1,0,0,0,0,1557,204,6,653,92,14,225,16,0,97,0,0,56,1,0,122,0,27,0,0,0,79,9.392
2,2024,1,A2611,UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2745,74,12,317,0,0,0,0,0,816,131,9,305,56,4,63,2,0,33,0,0,33,0,0,56,0,13,1,0,0,62,4.732
3,2024,1,A3613,BILBAO - UGAO MIRABALLES - OROZKO,17502,257,18,8300,15,0,0,0,1,679,57,6,479,45,27,516,24,0,92,4,0,266,2,0,1279,0,707,39,0,0,581,30.896
4,2024,1,A3622,BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,6469,90,25,2326,6,0,0,0,0,216,4,6,235,38,3,327,4,0,67,2,1,296,2,2,374,0,259,4,0,0,161,10.917
5,2024,1,A3631,BILBAO - GALDAKAO - LARRABETZU,22794,524,115,6662,7,3,0,0,4,1401,54,34,1217,145,0,917,20,0,316,17,0,429,30,1,1259,0,544,15,0,0,567,37.075
6,2024,1,A3632,BILBAO - ETXEBARRI - BASAURI - San Miguel (BegoÃ±a),3582,85,24,1382,15,0,2,0,0,148,7,5,190,6,3,122,2,0,47,1,0,146,6,0,209,0,106,4,0,0,211,6.303
7,2024,1,A3641,Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,28375,555,125,13289,20,0,0,0,0,1101,66,10,1112,76,24,819,19,1,149,8,0,501,14,0,1857,2,699,24,0,0,324,49.170
8,2024,1,A3642,BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),11588,302,102,5580,14,4,0,0,0,454,81,0,315,34,9,501,1,0,97,4,0,213,0,0,468,0,334,8,0,0,198,20.307
9,2024,1,A3911,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,35679,1431,541,9774,58,15,2,0,0,3205,452,50,1524,199,113,792,33,0,220,1,12,335,7,13,1988,7,479,17,0,0,302,57.249
10,2024,1,A3912,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,33445,989,354,9056,32,12,0,0,0,2229,243,59,1347,193,92,891,34,1,188,2,1,423,12,17,2206,4,509,11,0,0,471,52.821
11,2024,1,A3913,Arrazola - DURANGO,6823,376,74,2451,2,2,0,0,0,1115,164,0,480,33,86,67,2,0,71,0,10,29,0,0,450,0,119,0,0,0,29,12.383
12,2024,1,A3917,BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,25743,739,156,5013,8,1,4,0,0,1432,74,24,2249,95,19,774,14,0,257,0,0,525,4,27,1384,5,410,5,0,0,347,39.309
13,2024,1,A3923,BILBAO - DURANGO - ELORRIO (Autopista),36696,1608,465,6681,78,2,0,0,0,2634,392,34,1701,132,137,1113,38,0,224,0,9,390,53,0,1968,6,449,6,0,0,96,54.912
14,2024,1,A3924,ERMUA - DURANGO - UPV/EHU,5150,495,47,132,0,1,0,0,0,1523,173,24,210,41,0,80,0,0,26,0,0,0,0,0,110,0,3,0,0,0,39,8.054
15,2024,1,A3925,BILBAO - LEMOA - OTXANDIO - UBIDE,14778,589,127,4060,5,1,0,0,0,772,47,14,947,33,18,534,13,0,120,0,0,257,9,11,808,3,239,3,0,0,254,23.642
16,2024,1,A3926,BILBAO - ERMUA - EIBAR (Autopista),25094,524,175,2659,2,23,0,0,0,924,84,53,456,38,14,1235,14,0,92,0,0,416,0,0,1996,32,352,8,0,0,42,34.233
17,2024,1,A3927,BILBAO - LEMOA - ZEANURI (Autopista),12549,471,89,1896,21,0,0,0,0,885,76,8,1300,102,16,501,26,0,191,4,0,175,1,1,648,2,239,0,0,0,122,19.323
18,2024,1,A3928,ARTEA - ZEBERIO - UGAO MIRABALLES,1431,7,0,767,0,0,0,0,0,0,3,0,47,2,0,4,0,0,1,0,0,1,0,0,89,0,16,0,0,0,8,2.376
19,2024,1,A3930,BILBAO - GALDAKAO (Autopista),18410,402,44,3558,13,0,0,0,0,2184,87,13,1428,130,5,1247,15,1,369,2,0,752,4,0,392,1,171,16,0,0,187,29.431
20,2024,1,A3931,GARAI - DURANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,48
21,2024,1,A3932,GALDAKAO - Metro Bolueta,30784,956,42,11837,67,12,0,0,0,11,1,0,15,4,0,30,0,0,9,0,0,17,0,0,505,0,749,21,0,0,398,45.458
22,2024,1,A3933,BILBAO - DURANGO (Autopista),25971,1159,215,4279,64,2,0,0,0,2509,289,5,1796,137,69,1843,133,0,227,0,1,612,83,0,897,0,247,10,0,0,80,40.628
23,2024,1,A3512,BILBAO - LEKEITIO (Autopista),22.548,909,79,4.343,16,1,,,,1.848,282,2,332,38,2,813,61,15,68,0,,236,,,1.180,3,291,12,0,0,103,33.182
24,2024,1,A3513,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,9.796,341,29,3.159,5,11,,,,537,105,0,393,29,6,166,14,,23,,,82,,1,556,0,75,6,0,0,70,15.404
25,2024,1,A3514,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,34.151,1.078,121,5.963,42,1,,,1,1.620,94,2,2.823,247,26,1.500,103,,224,,,557,1,1,1.156,0,205,30,0,0,224,50.170
26,2024,1,A3515,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,54.542,1.507,165,12.647,118,2,1,,,3.290,240,4,3.766,297,17,1.556,151,,238,1,,718,10,,2.489,2,525,35,0,0,316,82.637
27,2024,1,A3523,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,7.853,243,5,2.532,37,,,,,403,13,1,256,55,,333,13,,23,,,90,,1,563,0,102,8,0,0,43,12.574
28,2024,1,A3525,GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,3.031,230,12,114,,,,,,648,61,,195,17,2,56,,,29,,,27,,,93,0,2,0,0,0,19,4.536
29,2024,1,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,3.008,132,16,592,1,,,,,48,27,,142,,,3,,,,,,27,,,245,0,20,0,0,0,25,4.286
30,2024,1,A3532,GERNIKA LUMO - NABARNIZ,38,,,12,,,,,,,,,,,,3,,,,,,,,,2,0,0,0,0,0,0,55
31,2024,1,A3533,GERNIKA LUMO - MENDATA,29,,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,30
32,2024,1,A3534,GERNIKA LUMO - ERRIGOITI,17,,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,18
33,2024,1,A3535,LEKEITIO - AMOROTO,158,,,22,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,184
34,2024,1,A3536,LEKEITIO - MENDEXA,80,6,,10,,,,,,,,,,,,,,,6,,,,,,21,0,0,0,0,0,0,123
35,2024,1,A3538,LEKEITIO-Barainka,,,,11,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,13
36,2024,1,A3915,BILBAO - DURANGO - ONDARROA (Autopista),32.755,1.112,207,9.792,33,7,,,,1.531,211,2,608,65,38,577,54,19,119,,2,244,4,3,2.600,2,511,15,0,0,213,50.724
37,2024,1,A3916,BILBAO - ERMUA - ONDARROA (Autopista),23.322,791,144,4.306,4,3,,,,1.351,187,52,743,89,10,846,8,1,197,,,243,0,,1.529,3,327,6,0,0,88,34.250
38,2024,1,A3922,MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,314,1,,59,,,,,,,,,7,,,,,,,,,,,,1,0,0,0,0,0,0,382
39,2024,1,A2312,Zabalburu - UPV/EHU  (Juan de Garay),9993,619,54,24,31,,,,,848,51,1,277,38,,272,,,41,,,42,,2,151,0,10,0,0,0,55,12509
40,2024,1,A2314,BILBAO - Erandiogoikoa - UPV/EHU,18631,1144,96,395,15,,,,,1449,138,11,622,80,6,240,9,,81,1,,129,1,10,305,0,22,0,0,0,129,23514
41,2024,1,A2318,Termibus - UPV/EHU (Autopista),28594,1937,242,257,10,,,,,3173,383,21,1657,225,39,415,24,,115,29,2,162,10,20,594,0,13,4,0,0,257,38183
42,2024,1,A2321,Santutxu - UPV/EHU (Autopista),7720,460,21,70,2,,,,,1587,228,12,608,130,15,201,13,,155,,,58,,,125,0,49,0,0,0,92,11546
43,2024,1,A2324,BILBAO - UPV/EHU (Enekuri),6159,547,27,20,4,,,,,488,25,7,200,35,,156,7,,32,9,,27,,1,84,0,7,0,0,0,25,7860
44,2024,1,A3115,BILBAO - SANTURTZI,30725,579,143,10369,66,2,2,,,996,91,26,1405,142,35,994,77,14,386,2,,1079,97,2,2200,6,1664,120,0,0,1690,52912
45,2024,1,A3122,BILBAO - SESTAO - Errepelega/Repelega,12264,241,72,4300,43,4,,,,440,32,3,454,46,14,624,17,2,145,2,,358,14,,688,0,686,38,0,0,612,21099
46,2024,1,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,64932,1437,278,22270,64,27,,,,3703,236,33,4518,245,66,2911,141,21,814,7,14,2485,84,18,4007,11,3650,83,0,0,3472,115527
47,2024,1,A3135,SESTAO - Cabieces,32060,669,113,15477,34,7,,,1,1164,126,13,1329,84,10,1077,16,2,296,22,2,875,13,4,2271,7,2149,81,0,0,1759,59661
48,2024,1,A3136,BILBAO - BARAKALDO - SANTURTZI,68768,1610,462,22723,82,71,2,,1,2872,305,12,4821,404,224,2979,75,8,906,21,4,2329,139,15,4917,15,4406,111,0,0,3010,121292
49,2024,1,A3137,BILBAO - BARAKALDO,21093,616,64,7143,93,2,,,,743,50,5,726,35,13,1101,35,,196,,,614,63,1,1205,0,1335,54,0,0,1356,36543
50,2024,1,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,26186,562,48,10611,34,2,2,,2,1648,198,1,1470,137,20,679,34,,207,5,,741,45,,1582,0,1318,28,0,0,1567,47127
51,2024,1,A3144,BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),39984,935,192,8166,39,3,,,1,1895,143,1,2166,166,48,1756,54,1,401,1,8,1280,55,4,2219,12,1618,51,0,0,1618,62817
52,2024,1,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),14440,377,10,2189,21,,,4,,665,18,1,232,1,,1791,47,1,189,2,,214,,,353,0,220,8,0,0,859,21642
53,2024,1,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,12393,461,46,4285,2,2,,,,1145,161,,715,121,,173,0,,80,,,71,1,3,1020,2,364,17,0,0,414,21476
54,2024,1,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,3374,42,6,1541,,1,,,,76,10,,158,,,113,,,5,,,99,1,,217,0,100,7,0,0,102,5852
55,2024,1,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,17607,295,22,5960,8,1,2,,2,1256,95,20,1548,113,5,438,34,,177,1,,681,4,,978,1,454,27,0,0,669,30398
56,2024,1,A3333,Gallarta - SANTURTZI,31919,824,111,11968,18,8,,,,2309,211,45,2821,343,44,577,25,,156,12,,561,1,,2547,6,733,62,0,0,1159,56460
57,2024,1,A3335,MUSKIZ - ZIERBENA - SESTAO,11421,216,74,5388,6,,,,,667,40,2,815,45,29,184,4,1,91,12,,145,4,4,887,2,445,32,0,0,573,21087
58,2024,1,A3336,BILBAO - MUSKIZ,45376,1277,140,13632,84,3,2,,,3084,323,4,2607,244,34,1194,21,,336,1,9,880,47,1,3400,9,1613,121,0,0,2145,76587
59,2024,1,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,35204,859,56,10725,23,8,2,,,2388,342,22,1982,115,25,1171,76,,362,6,4,694,18,,2171,8,880,25,0,0,941,58107
60,2024,1,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
77,2024,1,A2164,Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),777,79,3,29,,,,,,198,51,,46,6,,11,,,,,,26,,,18,,11,,,,8,1263
61,2024,1,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),12160,409,,3133,3,,,,,749,158,,696,219,2,321,32,,12,,,108,5,,566,1,160,25,0,0,810,19569
62,2024,1,A3521,BILBAO - Hospital Santa Marina Ospitalea,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
63,2024,1,A0651,BILBAO - BALMASEDA,43923,1545,371,11321,144,0,0,0,0,2776,350,48,5412,735,165,1419,51,0,188,1,0,1312,28,0,2294,14,532,33,0,0,815,73477
64,2024,1,A0652,LANESTOSA - BALMASEDA,2777,27,0,1104,0,0,0,0,0,122,15,0,19,2,0,8,0,0,0,0,0,16,0,0,772,0,93,1,0,0,18,4974
65,2024,1,A0653,TRUCIOS TURTZIOZ - ARTZENTALES,294,0,1,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,0,3,1,0,0,4,1198
66,2024,1,A0654,BALMASEDA - Gurutzeta/Cruces - UPV/EHU,5004,90,10,1731,17,0,0,0,0,354,15,13,327,38,0,161,15,0,6,0,0,51,0,0,355,0,77,2,0,0,105,8371
67,2024,1,A3323,PORTUGALETE - GALDAMES,2903,75,0,1001,1,0,0,0,0,108,11,0,159,0,1,25,0,0,1,7,0,22,0,0,204,1,31,3,0,0,102,4655
68,2024,1,A3334,SANTURTZI - BALMASEDA,4017,205,34,1230,6,0,0,0,0,296,45,0,203,24,0,5,0,0,0,0,0,16,1,0,308,0,105,17,0,0,131,6643
69,2024,1,A3341,BILBAO - Sodupe - Arespalditza RESPALDIZA,3303,98,81,1158,0,0,0,0,0,86,23,11,305,36,0,159,0,0,26,0,0,96,0,0,184,0,48,0,0,0,56,5670
70,2024,1,A3342,BILBAO - Sodupe - ARTZINIEGA,16247,893,129,5106,8,0,0,0,1,811,75,111,1458,152,76,408,2,0,98,0,0,610,0,0,835,6,190,0,0,0,187,27403
71,2024,1,A3343,BILBAO - Sodupe - GORDEXOLA,3584,148,4,1055,1,0,0,0,0,180,10,15,283,25,3,60,0,0,44,0,0,148,0,0,139,0,40,0,0,0,28,5767
72,2024,1,A2151,Areeta/Las Arenas-LARRABETZU,9137,242,20,1875,5,2,,,2,880,52,13,894,50,1,438,13,,109,2,,463,12,,442,,82,1,,,149,14884
73,2024,1,A2153,BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,11153,489,34,1603,50,1,,2,,579,63,6,3433,58,78,436,22,,266,1,0,493,14,,1206,,114,,,,125,20226
74,2024,1,A2161,Bizkaia Zubia/Puente Bizkaia-UPV/EHU,15198,921,92,3981,3,,,,,1812,392,2,1551,165,15,401,13,,151,,,422,11,,516,1,277,5,,,170,26099
75,2024,1,A2162,Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),4870,362,14,339,14,,,,,913,141,1,232,46,4,63,21,,35,5,,58,,1,155,,21,,,,43,7338
76,2024,1,A2163,ERANDIO-UPV/EHU,535,6,8,19,,,,,,176,25,,112,1,,5,,,6,,,1,,,10,,4,,,,32,940
78,2024,1,A2166,URIBE KOSTA - UPV/EHU,1863,163,17,84,1,,,,,506,41,,372,49,,43,14,,10,,,15,28,,37,,7,,,,10,3260
79,2024,1,A2322,BILBAO-ERANDIO-Astrabudua-UPV/EHU,7619,211,8,1695,15,,,,,948,78,9,1262,73,,274,,,139,,,258,3,,238,,80,1,,,379,13290
80,2024,1,A3223,BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),12244,509,59,2248,5,38,,,,916,50,9,1038,162,5,431,6,,117,,,288,6,,472,,200,3,,,211,19017
81,2024,1,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,7414,171,6,1455,,,,,,377,26,4,289,28,1,482,11,,73,,,230,7,,180,,82,2,,,187,11025
82,2024,1,A3225,BILBAO - LAUKIZ - MUNGIA,3482,137,19,485,1,1,,,2,70,27,6,761,15,,103,2,,25,,,137,,3,175,,35,1,,,53,5540
83,2024,1,A3247,BILBAO-Aireportua/Aeropuerto,42513,704,96,3108,14,,5,7,16,352,53,1,468,17,49,806,56,2,131,,,424,8,3,31988,35,877,13,,,195,81941
84,2024,1,A3250,BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),15093,330,5,721,18,,,,,865,49,,1106,102,0,1352,12,,160,,,579,22,2,261,2,6,1,,,83,20769
85,2024,1,A3516,BILBAO - MUNGIA (Por autopista/tik),18919,697,110,2735,33,9,,,,862,92,30,1337,122,62,605,54,,105,,,334,0,18,622,,212,4,,,176,27138
86,2024,1,A3517,BILBAO - DERIO - MUNGIA,33180,872,215,4943,27,,,,3,1658,194,22,2565,345,34,973,80,,293,1,2,1105,29,2,1427,,341,18,,,405,48734
87,2024,1,A3518,BILBAO - MUNGIA - BAKIO (Por la autopista/tik),31567,1009,137,5285,46,4,1,,1,1376,239,22,2240,274,75,1096,55,,73,0,0,530,0,16,1735,,337,11,,,394,46523
88,2024,1,A3522,MUNGIA-DERIO-Gurutzeta/Cruces,9230,88,70,1687,11,,,,,317,74,6,456,105,4,271,,,84,,,361,4,3,375,1,167,5,,,131,13450
89,2024,1,A3524,BERMEO - BAKIO,,,,,,,,,,,,,,,,,,,,,,,,,564,,,,,,0,564
90,2024,1,A3527,BILBAO - MUNGIA - BERMEO (Por la autopista/tik),57778,2134,328,9196,60,13,,,1,4198,322,138,4140,464,119,2072,110,,372,,,849,,37,1965,1,607,16,,,583,85503
91,2024,1,A3528,BERMEO - MUNGIA - DERIO - UPV/EHU,3565,223,125,202,,,,,,676,120,3,283,94,2,48,16,,19,,,36,,5,126,,10,,,,34,5587
92,2024,1,A3529,MUNGIA - GAMIZ - FIKA,477,22,,61,,,,,,1,,,38,,1,1,,,,,,12,,,31,,2,,,,26,672
93,2024,1,A3530,MUNGIA - MEÃAKA - ARRIETA,204,20,,41,,,,,,4,,,1,,,,,,,,,,,,12,,,,,,2,284
94,2024,1,A3531,LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,9032,333,39,3266,28,1,,,2,597,106,6,1007,66,16,187,1,,42,,,350,2,,589,,348,13,,,134,16165
95,2024,1,A3537,PLENTZIA-GORLIZ-MUNGIA,3550,112,10,1027,3,6,,,,141,2,2,514,57,1,10,,,5,,,44,,3,233,,91,12,,,55,5878
96,2024,2,A2610,GALDAKAO - UPV/EHU,8193,500,63,372,1,0,0,0,0,3618,417,8,1431,134,12,320,16,2,141,0,0,160,2,4,114,0,37,0,0,0,70,15615
97,2024,2,A2611,UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,3976,166,23,379,2,0,0,0,0,1763,284,6,567,99,20,116,1,0,82,0,0,66,0,1,57,0,27,1,0,0,73,7709
98,2024,2,A3613,BILBAO - UGAO MIRABALLES - OROZKO,18818,338,30,8043,25,0,0,0,0,632,42,3,522,57,19,466,23,0,161,5,1,311,8,0,1160,2,725,43,14,0,455,31903
99,2024,2,A3622,BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,6683,112,33,2197,12,0,0,0,0,203,8,5,296,17,2,285,3,0,107,3,0,346,5,0,336,0,277,7,0,0,160,11097
100,2024,2,A3631,BILBAO - GALDAKAO - LARRABETZU,22407,517,92,6182,6,6,0,0,2,1279,103,8,1231,123,9,776,9,0,334,34,0,559,19,0,932,1,499,12,7,0,592,35739
101,2024,2,A3632,BILBAO - ETXEBARRI - BASAURI - San Miguel (BegoÃ±a),3462,68,22,1343,3,0,0,0,2,145,14,1,146,9,2,130,4,0,55,3,0,155,4,0,205,0,91,1,6,0,189,6060
102,2024,2,A3641,Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,28670,568,119,12976,22,1,0,0,0,1003,63,2,1131,73,38,700,21,0,222,3,2,595,12,6,1676,1,650,34,2,0,323,48913
103,2024,2,A3642,BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),12114,304,97,5962,19,1,0,0,0,471,58,3,333,39,5,511,2,0,100,4,0,308,0,5,442,0,346,14,3,0,196,21337
104,2024,2,A3911,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,38057,1460,619,9653,51,3,0,0,4,2748,447,28,1517,191,131,650,25,2,240,8,0,318,4,20,1819,3,439,11,2,0,350,58800
105,2024,2,A3912,BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,35616,1019,430,9381,29,3,0,0,0,1886,231,42,1263,124,89,760,31,12,185,8,0,464,8,27,1925,3,453,3,1,0,498,54491
106,2024,2,A3913,Arrazola - DURANGO,8349,371,103,2739,1,1,0,0,0,975,144,17,460,43,74,58,3,0,36,0,0,27,0,0,444,0,143,5,3,0,39,14035
107,2024,2,A3917,BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,25686,793,162,4810,22,1,0,0,0,1453,68,20,2107,99,36,710,12,7,242,0,0,587,7,30,1166,5,363,3,4,0,345,38738
108,2024,2,A3923,BILBAO - DURANGO - ELORRIO (Autopista),38431,1823,497,6726,103,4,0,0,0,2731,396,4,2174,152,98,810,44,0,238,27,0,463,49,0,1787,6,403,15,4,1,106,57092
109,2024,2,A3924,ERMUA - DURANGO - UPV/EHU,7865,633,92,173,1,0,0,0,0,3884,484,63,464,26,0,116,0,0,22,0,0,2,0,0,144,0,1,0,0,0,41,14011
110,2024,2,A3925,BILBAO - LEMOA - OTXANDIO - UBIDE,15215,567,130,3946,7,1,0,0,0,776,54,22,906,60,24,426,3,9,140,0,0,259,4,4,611,3,261,1,4,0,222,23655
111,2024,2,A3926,BILBAO - ERMUA - EIBAR (Autopista),25205,597,182,2504,1,18,0,0,0,1249,122,62,486,40,29,657,15,0,114,0,0,359,33,0,1732,30,236,1,0,0,52,33724
112,2024,2,A3927,BILBAO - LEMOA - ZEANURI (Autopista),13186,565,109,1853,6,0,0,0,0,914,51,9,1529,134,22,326,17,0,166,0,0,259,0,4,554,1,233,3,1,0,97,20039
113,2024,2,A3928,ARTEA - ZEBERIO - UGAO MIRABALLES,1468,11,0,724,0,0,0,0,0,2,7,0,35,3,0,10,0,0,0,0,0,12,0,0,78,0,13,0,4,0,6,2373
114,2024,2,A3930,BILBAO - GALDAKAO (Autopista),19652,463,58,3677,7,0,0,0,0,2926,204,12,1972,153,17,1063,18,0,508,5,0,802,4,0,358,2,96,10,0,0,173,32180
115,2024,2,A3931,GARAI - DURANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,63
116,2024,2,A3932,GALDAKAO - Metro Bolueta,30652,1028,38,11426,43,20,0,0,0,25,2,0,22,0,0,26,0,0,9,1,0,15,1,0,458,0,715,24,23,0,393,44921
117,2024,2,A3933,BILBAO - DURANGO (Autopista),26923,1246,216,3942,62,5,0,0,0,3201,425,1,2532,293,75,1238,108,0,181,8,0,571,179,0,692,1,222,17,0,0,87,42225
118,2024,2,A3512,BILBAO - LEKEITIO (Autopista),23767,988,93,4370,14,2,,,,1643,245,,434,36,7,504,42,13,64,0,,271,4,1,1121,0,227,13,0,0,130,33989
119,2024,2,A3513,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,10129,363,32,3294,8,15,,,,646,116,,429,33,9,159,3,,39,1,,81,2,,591,0,86,10,0,0,59,16105
120,2024,2,A3514,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,35327,1161,92,5693,46,5,,,,1907,173,1,3519,351,31,1157,78,,154,0,,814,12,1,934,0,194,33,0,0,193,51876
258,2024,3,A3334,SANTURTZI - BALMASEDA,3932,163,27,1067,9,0,0,0,0,171,70,0,145,16,6,13,0,0,3,0,0,15,0,0,335,0,98,22,0,0,117,6209
121,2024,2,A3515,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,55352,1704,154,11851,107,3,,,,3441,381,2,4231,374,17,1164,72,,270,,,958,41,1,2108,1,438,14,0,0,268,82952
122,2024,2,A3523,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,8382,270,13,2615,37,,,,,635,36,4,404,46,2,273,3,,39,,,146,1,,506,0,93,10,0,0,39,13554
123,2024,2,A3525,GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,4696,373,4,162,,1,,,,1828,194,,396,33,,33,3,,10,0,,17,,,79,0,10,0,0,0,33,7872
124,2024,2,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,3111,125,5,705,,3,,,,23,35,,201,16,,,,,15,,,49,,,162,0,12,1,0,0,18,4481
125,2024,2,A3532,GERNIKA LUMO - NABARNIZ,182,1,,66,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,253
