_id,EKITALDIA/EJERCICIO,HILABETE/MES,ZENBAKIA/CODIGO,LERROA/LINEA,CREDITRANS/CREDITRANS,CREDITRANS F20/CREDITRANS F20,CREDITRANS F50/CREDITRANS F50,GIZATRANS/GIZATRANS,GIZATRANS 20/GIZATRANS 20,GIZATRANS 50/GIZATRANS 50,BBCARD 24/BBCARD 24,BBCARD 48/BBCARD 48,BBCARD 72/BBCARD 72,GAZTE 70/GAZTE 70,GAZTE 70 F20/GAZTE 70 F20,GAZTE 70 F50/GAZTE 70 F50,GORO/GORO,GORO F20/GORO F20,GORO F50/GORO F50,B 50/B 50,B50 F20/B50 F20,B50 F50/B50 F50,B70/B70,B70 F20/B70 F20,B70 F50/B70 F50,BORO/BORO,BORO F20/BORO F20,BORO F50/BORO F50,BAT/BAT,BAT F20/BAT F20,BAT F50/BAT F50,BAT BEREZI/BAT BEREZI,BAT BEREZI F20/BAT BEREZI F20,BAT BEREZI F50/BAT BEREZI F50,OHIKOA/OCASIONAL,FAMILIA UGARIA/FAMILIA NUMEROSA,6 URTETIK BEHERAKOAK/MENORES DE 6 ANOS,ITSU-MUP-EN GIDARI-LAGUN/ACOMPANANTE INVIDENTE-PMRS,ITSU-MUPEN DOAKO GIDARILAGUN/ACOMPANANTE GRATIS INVIDENTE-PMRS,METROA/METRO,T.M MATXURA/PUP AVERIADO,ENPRESA/EMPRESA,GUZTIRA/TOTAL
11,2025,1,A3913,Arrazola - DURANGO,7574,436,79,2499,1,0,0,0,0,1111,233,1,413,35,147,175,14,0,67,12,0,142,0,13,8,1,0,0,0,0,389,0,121,5,0,0,0,20,13496
12,2025,1,A3917,BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,26245,715,168,4949,13,2,0,0,0,1470,102,0,2282,179,28,1067,65,0,483,1,0,1915,43,38,19,2,0,0,0,0,1183,1,541,9,0,0,0,432,41952
221,2025,3,A3533,GERNIKA LUMO - MENDATA,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
13,2025,1,A3923,BILBAO - DURANGO - ELORRIO (Autopista),39110,1543,556,7279,63,1,0,0,0,2618,309,53,1630,245,90,1623,86,0,356,30,0,1095,52,19,78,5,0,0,0,0,1599,7,468,26,0,0,0,79,59020
14,2025,1,A3924,ERMUA - DURANGO - UPV/EHU,5089,453,24,144,0,0,0,0,0,1482,95,0,234,8,20,126,27,1,43,0,0,48,14,0,3,0,0,0,0,0,98,0,4,0,0,0,0,37,7950
15,2025,1,A3925,BILBAO - LEMOA - OTXANDIO - UBIDE,15464,463,115,4215,10,0,0,0,0,671,113,0,1436,160,27,673,15,0,359,2,1,952,44,33,80,0,0,0,0,0,640,2,330,12,0,0,0,232,26049
16,2025,1,A3926,BILBAO - ERMUA - EIBAR (Autopista),26747,531,178,3140,1,5,0,0,0,1170,80,4,504,71,54,1534,10,11,411,55,0,1167,117,15,2,1,0,0,0,0,1727,18,379,5,0,0,0,102,38039
17,2025,1,A3927,BILBAO - LEMOA - ZEANURI (Autopista),13527,601,117,1939,20,0,0,0,0,914,105,0,1561,106,16,559,43,0,225,0,0,862,7,8,2,0,0,0,0,0,500,1,247,1,0,0,0,69,21430
18,2025,1,A3928,ARTEA - ZEBERIO - UGAO MIRABALLES,1146,20,0,743,1,0,0,0,0,4,0,0,48,0,0,3,0,0,1,0,0,28,2,0,0,0,0,0,0,0,95,0,15,1,0,0,0,7,2114
19,2025,1,A3930,BILBAO - GALDAKAO (Autopista),18799,376,29,4395,11,0,0,0,0,1620,110,17,1667,89,48,1311,48,1,507,39,21,1930,20,14,14,2,0,0,0,0,353,0,200,13,0,0,0,231,31865
20,2025,1,A3931,GARAI - DURANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,58
21,2025,1,A3932,GALDAKAO - Metro Bolueta,34069,700,88,12430,46,14,0,0,0,21,1,0,23,1,0,46,2,0,10,1,0,27,1,1,13,0,0,0,0,0,457,0,830,44,0,0,0,473,49298
22,2025,1,A3933,BILBAO - DURANGO (Autopista),24687,1086,193,4164,38,0,0,0,0,2485,244,1,1635,381,43,2554,111,2,298,32,0,1154,96,27,46,1,0,0,0,0,614,3,223,17,0,0,0,94,40229
23,2025,1,A3512,BILBAO - LEKEITIO (Autopista),22165,520,83,3932,9,0,0,0,0,1593,115,0,470,13,0,586,113,25,219,0,0,348,7,6,0,0,0,0,0,0,952,0,275,11,0,0,0,137,31579
24,2025,1,A3513,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,9442,295,18,3000,10,34,0,0,0,547,71,0,340,37,6,244,3,0,54,0,0,260,10,0,0,0,0,0,0,0,517,0,124,1,0,0,0,120,15133
25,2025,1,A3514,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,33429,1061,83,6095,26,2,0,0,0,1487,108,0,2469,158,25,1699,72,0,347,1,0,2027,73,7,0,0,0,0,0,0,998,1,321,6,0,0,0,186,50681
26,2025,1,A3515,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,50806,1534,123,11638,71,2,0,1,2,2658,286,10,3346,260,26,1815,75,0,517,0,0,2612,91,5,0,0,0,0,0,0,1878,0,626,15,0,0,0,221,78618
27,2025,1,A3523,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,7862,200,9,2522,39,3,0,0,0,373,27,0,255,33,4,263,0,0,48,0,0,240,2,1,0,0,0,0,0,0,463,0,109,0,0,0,0,78,12531
28,2025,1,A3525,GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2567,176,1,73,0,0,0,0,0,481,58,0,175,51,1,43,0,0,8,0,0,44,0,0,0,0,0,0,0,0,46,0,3,0,0,0,0,11,3738
29,2025,1,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,2579,100,0,592,0,2,0,0,0,9,12,0,138,42,0,27,0,0,0,0,0,71,0,0,0,0,0,0,0,0,165,0,14,0,0,0,0,29,3780
30,2025,1,A3532,GERNIKA LUMO - NABARNIZ,52,0,0,23,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86
31,2025,1,A3533,GERNIKA LUMO - MENDATA,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
32,2025,1,A3534,GERNIKA LUMO - ERRIGOITI,39,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
33,2025,1,A3535,LEKEITIO - AMOROTO,102,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,126
34,2025,1,A3536,LEKEITIO - MENDEXA,71,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,83
35,2025,1,A3538,LEKEITIO-Barainka,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,18
36,2025,1,A3915,BILBAO - DURANGO - ONDARROA (Autopista),32585,1179,240,9491,59,0,0,0,0,1629,148,0,1089,62,3,813,27,32,290,18,0,446,57,13,0,0,0,0,0,0,2129,6,548,24,0,0,0,183,51071
37,2025,1,A3916,BILBAO - ERMUA - ONDARROA (Autopista),22826,789,174,4242,15,0,0,0,0,1026,80,7,944,70,12,910,118,6,313,12,0,572,39,14,0,0,0,0,0,0,1325,4,362,12,0,0,0,123,33995
38,2025,1,A3922,MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,295,17,0,36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350
39,2025,1,A2312,Zabalburu - UPV/EHU  (Juan de Garay),9161,452,73,93,34,0,0,0,0,984,84,1,333,45,4,797,34,7,172,11,0,156,2,3,16,0,0,0,0,0,208,0,1,0,0,0,0,33,12704
40,2025,1,A2314,BILBAO - Erandiogoikoa - UPV/EHU,12671,673,45,399,4,0,0,0,0,925,89,16,543,78,1,1190,264,24,513,64,4,503,60,18,52,18,0,0,0,0,273,0,21,4,0,0,0,137,18589
41,2025,1,A2318,Termibus - UPV/EHU (Autopista),28844,1846,172,429,11,0,0,0,0,3251,336,60,2334,184,34,1967,291,52,715,68,9,823,84,6,159,29,2,0,0,0,701,0,5,1,0,0,0,272,42685
42,2025,1,A2321,Santutxu - UPV/EHU (Autopista),7097,371,64,85,2,0,0,0,0,1553,173,1,956,51,5,802,96,2,451,39,0,418,22,0,20,0,0,0,0,0,104,0,57,0,0,0,0,131,12500
222,2025,3,A3534,GERNIKA LUMO - ERRIGOITI,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
43,2025,1,A2324,BILBAO - UPV/EHU (Enekuri),6429,474,28,61,0,0,0,0,0,601,44,3,193,16,0,647,90,14,141,48,5,183,47,1,16,18,0,0,0,0,100,0,0,0,0,0,0,25,9184
44,2025,1,A3115,BILBAO - SANTURTZI,33949,527,119,10983,80,2,0,0,0,935,111,10,2024,175,18,1584,90,13,753,6,0,3653,91,22,2,0,0,0,0,0,1733,0,1860,93,0,0,0,1674,60507
45,2025,1,A3122,BILBAO - SESTAO - Errepelega/Repelega,14015,266,79,4962,38,5,0,0,0,451,33,3,649,18,21,756,9,5,364,8,1,1208,41,7,2,0,0,0,0,0,557,1,948,65,0,0,0,624,25136
46,2025,1,A3129,Lutxana - Gurutzeta/Cruces - SANTURTZI,70164,1723,355,24590,75,26,0,0,0,4554,323,57,5931,419,90,4066,79,7,1977,59,4,7852,319,60,26,0,0,6,0,0,3275,6,3995,103,0,0,0,3696,133837
47,2025,1,A3135,SESTAO - Cabieces,34596,671,158,16907,58,9,0,0,0,1313,52,29,1573,166,16,1621,28,1,728,13,4,2562,85,10,11,0,0,1,0,0,1776,0,2161,67,0,0,0,1999,66615
48,2025,1,A3136,BILBAO - BARAKALDO - SANTURTZI,71852,1446,479,21240,101,41,0,0,0,3402,276,14,6514,481,87,3930,114,14,1976,65,0,9774,254,35,51,0,6,0,0,0,4177,6,4785,108,0,0,0,2813,134041
49,2025,1,A3137,BILBAO - BARAKALDO,23343,504,123,7605,67,0,0,0,0,795,86,3,1231,52,4,1527,34,3,583,3,0,2569,121,12,15,0,0,0,0,0,1078,0,1469,59,0,0,0,1216,42502
50,2025,1,A3141,Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,27679,543,49,10724,61,0,0,0,0,1789,66,6,2154,186,17,1090,31,0,523,21,3,2199,116,1,6,0,0,0,0,0,1324,0,1357,37,0,0,0,1718,51700
51,2025,1,A3144,BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),40699,964,196,8361,56,2,0,0,0,2027,123,13,3077,253,42,2572,87,3,1150,18,0,5238,142,61,42,0,1,0,0,0,1925,2,1765,56,0,0,0,1600,70475
52,2025,1,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),15721,323,15,2417,5,0,0,0,0,787,47,0,441,14,0,2050,40,39,271,21,0,975,17,0,15,0,0,0,0,0,322,0,234,19,0,0,0,884,24657
53,2025,1,A3321,PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,13638,428,60,4831,38,0,0,0,0,1288,89,17,888,130,0,174,25,0,220,0,0,575,43,0,1,0,0,0,0,0,885,0,419,4,0,0,0,464,24217
54,2025,1,A3331,SESTAO - VALLE DE TRAPAGA TRAPAGARAN,3146,58,0,1494,0,0,0,0,0,101,0,0,154,1,0,42,2,0,77,0,0,324,32,0,0,0,0,0,0,0,175,0,100,6,0,0,0,104,5816
55,2025,1,A3332,VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,17385,322,22,6084,5,3,0,2,0,1150,84,38,1665,70,0,702,39,0,465,23,0,1599,131,0,0,0,0,0,0,0,673,0,621,13,0,0,0,749,31845
56,2025,1,A3333,Gallarta - SANTURTZI,32289,873,131,12146,7,6,0,0,0,2283,109,1,2409,380,51,1002,10,0,650,19,0,2445,41,0,0,0,0,0,0,0,2210,5,948,40,0,0,0,1237,59292
57,2025,1,A3335,MUSKIZ - ZIERBENA - SESTAO,12559,304,127,5293,13,0,0,0,0,811,45,0,908,54,23,219,21,0,184,0,0,729,23,2,1,0,0,0,0,0,778,0,476,28,0,0,0,684,23282
58,2025,1,A3336,BILBAO - MUSKIZ,48193,1124,221,14825,38,5,0,0,0,3403,268,15,4136,341,42,1860,85,0,816,46,1,3577,82,14,31,1,0,0,0,0,2680,1,1683,97,0,0,0,2246,85831
59,2025,1,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,36391,827,82,11745,8,3,0,0,0,2612,304,1,2681,197,49,1950,130,0,813,62,0,3138,45,8,5,1,0,0,0,0,1777,1,863,33,0,0,0,890,64616
60,2025,1,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2025,1,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),15080,461,10,3429,2,0,0,0,0,1055,129,0,1256,193,0,480,23,0,40,5,0,576,69,0,7,0,0,0,0,0,474,0,176,28,0,0,0,763,24256
62,2025,1,A3521,BILBAO - Hospital Santa Marina Ospitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2025,1,A0651,BILBAO - BALMASEDA,47523,1566,284,11360,113,1,0,0,0,2419,285,16,5349,833,156,1702,50,34,565,0,0,2982,36,0,24,0,0,1,0,0,2074,5,746,26,0,0,0,731,78881
64,2025,1,A0652,LANESTOSA - BALMASEDA,2978,37,2,966,0,0,0,0,0,18,20,0,18,1,0,8,1,0,0,0,0,16,0,0,0,0,0,0,0,0,832,0,89,1,0,0,0,36,5023
65,2025,1,A0653,TRUCIOS TURTZIOZ - ARTZENTALES,343,0,0,325,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,545,0,17,1,0,0,0,0,1237
66,2025,1,A0654,BALMASEDA - Gurutzeta/Cruces - UPV/EHU,5054,101,12,2040,10,0,0,0,0,318,20,4,388,35,1,174,0,2,20,0,0,132,1,0,0,0,0,0,0,0,235,0,84,2,0,0,0,90,8723
67,2025,1,A3323,PORTUGALETE - GALDAMES,3068,97,2,1163,0,0,0,0,0,133,24,0,345,35,0,50,0,0,1,4,0,66,0,0,0,0,0,0,0,0,133,0,24,2,0,0,0,83,5230
68,2025,1,A3334,SANTURTZI - BALMASEDA,4436,141,25,1234,9,6,0,0,0,258,52,0,579,62,13,50,13,0,1,2,0,123,0,0,0,0,0,0,0,0,316,0,82,22,0,0,0,101,7525
69,2025,1,A3341,BILBAO - Sodupe - Arespalditza Respaldiza,3186,104,61,948,3,0,0,0,0,80,3,0,275,11,0,175,0,0,66,0,0,309,6,0,3,0,0,1,0,0,159,0,70,0,0,0,0,35,5495
70,2025,1,A3342,BILBAO - Sodupe - ARTZINIEGA,17509,716,106,4928,15,6,0,0,0,735,61,0,1540,102,75,846,27,0,200,0,0,1932,86,0,22,0,0,2,0,0,656,2,339,0,0,0,0,177,30082
223,2025,3,A3535,LEKEITIO - AMOROTO,24,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,32
71,2025,1,A3343,BILBAO - Sodupe - GORDEXOLA,3311,149,15,981,2,0,0,0,0,159,9,0,261,25,4,93,0,0,23,0,0,384,7,0,2,0,0,2,0,0,134,0,42,0,0,0,0,16,5619
72,2025,1,A2151,Areeta/Las Arenas-LARRABETZU,9704,246,31,2127,9,0,0,0,0,1037,78,8,1028,116,0,510,13,0,227,5,0,1287,9,1,4,2,0,0,0,0,313,1,102,12,0,0,0,171,17041
73,2025,1,A2153,BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,11741,505,30,1636,50,0,0,0,0,780,36,4,4622,38,91,639,12,0,309,8,0,1879,77,2,9,1,0,0,0,0,897,0,115,2,0,0,0,122,23605
74,2025,1,A2161,Bizkaia Zubia/Puente Bizkaia-UPV/EHU,15369,974,145,4016,8,0,0,0,0,2570,299,17,1776,185,16,761,172,27,441,14,10,1420,33,1,16,1,0,0,0,0,472,1,431,4,0,0,0,191,29370
75,2025,1,A2162,Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),4753,415,8,283,0,0,0,0,0,1143,227,7,564,87,1,322,21,0,58,29,0,269,22,0,7,1,0,0,0,0,177,2,30,0,0,0,0,18,8444
76,2025,1,A2163,ERANDIO-UPV/EHU,521,27,7,27,0,0,0,0,0,191,15,1,77,39,2,38,10,0,21,10,0,28,0,0,2,0,0,0,0,0,8,0,5,0,0,0,0,2,1031
77,2025,1,A2164,Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),752,61,2,28,0,0,0,0,0,156,42,0,99,24,0,53,1,0,7,3,0,38,6,0,2,0,0,0,0,0,12,0,4,0,0,0,0,1,1291
78,2025,1,A2166,URIBE KOSTA - UPV/EHU,1987,155,55,157,2,0,0,0,0,365,93,7,556,44,1,57,2,0,18,9,0,114,1,0,1,0,0,0,0,0,40,0,3,0,0,0,0,8,3675
79,2025,1,A2322,BILBAO-ERANDIO-Astrabudua-UPV/EHU,8758,203,15,1843,8,0,0,0,0,1111,95,1,1302,138,7,510,37,0,330,45,0,1378,17,31,6,0,0,3,0,0,318,0,140,6,0,0,0,369,16671
80,2025,1,A3223,BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),12381,488,20,2281,5,18,0,0,0,843,37,0,1069,123,1,602,23,0,112,2,0,890,57,0,2,0,1,0,0,0,332,0,234,2,0,0,0,193,19716
81,2025,1,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,6930,180,13,1542,16,0,0,0,0,493,18,0,471,37,0,463,39,0,144,0,0,929,59,0,1,0,0,0,0,0,164,0,86,1,0,0,0,138,11724
82,2025,1,A3225,BILBAO - LAUKIZ - MUNGIA,3116,197,12,576,1,1,0,0,0,101,2,0,1285,2,0,151,6,0,58,0,0,663,1,5,0,0,0,0,0,0,126,0,50,5,0,0,0,55,6413
83,2025,1,A3247,BILBAO-Aireportua/Aeropuerto,43409,695,65,3305,18,1,1,16,10,370,38,2,727,14,45,981,50,3,400,4,1,1495,18,12,1015,32,12,24,1,0,31458,25,939,23,0,0,0,160,85369
84,2025,1,A3250,BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),14486,262,8,787,5,0,0,0,0,604,24,27,1363,59,34,934,55,0,370,0,1,1316,69,45,11,0,0,0,0,0,209,0,1,1,0,0,0,100,20771
85,2025,1,A3516,BILBAO - MUNGIA (Por autopista/tik),19848,765,116,3454,29,8,0,0,0,678,75,16,1686,163,126,860,40,0,126,6,0,1056,42,26,13,0,0,0,0,0,558,1,227,2,0,0,0,319,30240
86,2025,1,A3517,BILBAO - DERIO - MUNGIA,32039,990,162,5604,84,3,0,0,0,1777,125,1,3301,226,32,1226,87,0,568,0,0,4659,47,8,9,1,0,0,0,0,1622,0,430,10,0,0,0,554,53565
87,2025,1,A3518,BILBAO - MUNGIA - BAKIO (Por la autopista/tik),31932,1365,138,5782,43,5,0,6,2,1099,297,15,2882,316,98,1257,52,0,198,26,0,2333,51,17,28,1,0,0,0,0,1738,1,356,12,0,0,0,451,50501
88,2025,1,A3522,MUNGIA-DERIO-Gurutzeta/Cruces,8501,209,26,2193,4,1,0,0,0,354,21,2,818,26,2,545,1,0,168,0,0,1000,8,6,1,0,0,0,0,0,288,0,133,6,0,0,0,110,14423
89,2025,1,A3524,BERMEO - BAKIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,0,0,0,0,0,0,0,763
90,2025,1,A3527,BILBAO - MUNGIA - BERMEO (Por la autopista/tik),59045,2180,284,9803,44,19,0,1,2,3894,257,85,5686,402,227,3057,62,0,660,24,0,3234,240,31,25,0,0,0,0,0,1637,2,634,26,0,0,0,797,92358
91,2025,1,A3528,BERMEO - MUNGIA - DERIO - UPV/EHU,3491,243,106,330,28,0,0,0,0,703,88,13,501,46,6,107,3,0,36,0,0,88,27,3,1,0,0,0,0,0,73,0,5,0,0,0,0,31,5929
92,2025,1,A3529,MUNGIA - GAMIZ - FIKA,423,0,0,100,0,0,0,0,0,0,0,0,23,0,0,10,0,0,0,0,0,48,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,1,622
93,2025,1,A3530,MUNGIA - MEÃAKA - ARRIETA,392,19,0,140,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,3,1,0,0,0,1,603
94,2025,1,A3531,LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,10600,429,40,3418,4,6,0,0,0,599,188,17,1450,121,15,331,24,0,218,46,0,846,82,0,2,0,0,0,0,0,582,0,268,15,0,0,0,187,19488
95,2025,1,A3537,PLENTZIA-GORLIZ-MUNGIA,4110,184,11,1180,0,19,0,0,0,104,4,0,492,30,11,50,2,0,53,13,0,256,14,2,0,0,0,0,0,0,210,0,93,27,0,0,0,30,6895
96,2025,2,A2610,GALDAKAO - UPV/EHU,6236,231,37,490,20,0,0,0,0,3756,426,23,1921,297,6,598,69,0,375,40,0,451,21,1,7,0,0,0,0,0,88,0,18,3,0,0,0,120,15234
97,2025,2,A2611,UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,3391,182,16,482,7,0,0,0,0,1690,246,44,847,163,0,248,31,0,158,16,0,300,19,0,3,0,0,0,0,0,62,0,53,1,0,0,0,104,8063
98,2025,2,A3613,BILBAO - UGAO MIRABALLES - OROZKO,19669,371,53,8804,20,0,0,0,0,662,120,28,795,70,0,738,46,0,226,3,0,1105,65,3,21,0,9,3,0,0,1149,0,892,67,0,0,0,436,35355
99,2025,2,A3622,BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,6709,151,53,2278,18,0,0,0,0,341,17,7,482,13,0,640,12,0,227,2,0,939,55,4,1,0,1,0,0,0,311,1,170,6,0,0,0,114,12552
100,2025,2,A3631,BILBAO - GALDAKAO - LARRABETZU,21922,494,141,6596,19,0,4,0,0,1211,79,0,1879,176,12,1370,62,1,570,72,1,2155,63,4,3,1,0,0,0,0,816,1,439,6,0,0,0,576,38673
101,2025,2,A3632,BILBAO - ETXEBARRI - BASAURI - San Miguel (BegoÃ±a),3426,82,6,1492,17,0,0,0,0,200,25,0,384,25,0,243,11,0,93,1,0,605,16,0,0,0,0,0,0,0,124,0,121,14,0,0,0,187,7072
102,2025,2,A3641,Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,31256,628,138,14224,54,1,0,0,0,1413,195,2,1532,92,11,1055,70,1,429,9,3,2345,86,16,66,0,0,0,0,0,1470,4,821,43,0,0,0,359,56323
